Name	Set	ImageFile	Number	Pack	Type	Sphere	Unique	Traits	Cost	Willpower	Attack	Defense	Health	Encounter Set	Threat	Engagement Cost	Quest Points	Victory Points	OCTGN ID	Setup	Quantity	Text	Shadow
The Witch-king	TMaO	TMaO0001	1	The Massing at Osgiliath	Enemy		‰	Nazgul. Captain.			6	6	11	The Massing at Osgiliath	6	40			51223bd0-ffd1-11df-a976-1801202c9001			While The Witch-king is in the staging area, each character gets -1 Ò.Forced: After The Witch-king attacks, he returns to the staging area unless the defending player raises his threat by 3.	
Snaga Scouts	TMaO	TMaO0002	2	The Massing at Osgiliath	Enemy			Orc. Scout.			1	0	2	The Massing at Osgiliath	1	1			51223bd0-ffd1-11df-a976-1801202c9002			Forced: At the beginning of the encounter phase, all copies of Snaga Scouts engage the player with the lowest threat. (The first player chooses in case of a tie.)	
Wolves from Mordor	TMaO	TMaO0003	3	The Massing at Osgiliath	Enemy			Creature. Scout.			4	1	3	The Massing at Osgiliath	1	27			51223bd0-ffd1-11df-a976-1801202c9003			Forced: After Wolves from Mordor attack and destroy a character, shuffle Wolves from Mordor into the encounter deck.	Shadow: Deal 2 damage to the defending character.
Wainriders	TMaO	TMaO0004	4	The Massing at Osgiliath	Enemy			Easterling. Scout.			3	1	4	The Massing at Osgiliath	2	35			51223bd0-ffd1-11df-a976-1801202c9004			Each damage dealt by Wainriders raises the defending player's threat by 1.	
Wainrider Captain	TMaO	TMaO0005	5	The Massing at Osgiliath	Enemy			Easterling. Captain.			3	3	4	The Massing at Osgiliath	3	40			51223bd0-ffd1-11df-a976-1801202c9005			When Revealed: Move the top Scout enemy from the encounter discard pile to the staging area. (Top 2 Scout enemies instead if the players have crossed the Anduin.)	Shadow: If this attack is undefended, attacking enemy gets +2 Û if it is a Scout.
Uruk Vanguard	TMaO	TMaO0006	6	The Massing at Osgiliath	Enemy			Uruk. Orc.			2	1	8	The Massing at Osgiliath	2	45			51223bd0-ffd1-11df-a976-1801202c9006			If the players have crossed the Anduin, Uruk Vanguard gets +3 Û.	Shadow: attacking enemy gets +1 Û. (+2 Û instead if players have crossed the Anduin).
Captured Watchtower	TMaO	TMaO0007	7	The Massing at Osgiliath	Location			West Bank.						The Massing at Osgiliath	1		2		51223bd0-ffd1-11df-a976-1801202c9007			If the players have crossed the Anduin, Captured Watchtower gets +3 $.	Shadow: Remove all defending characters from combat. This attack is considered undefended.
Emyn Arnen Overlook	TMaO	TMaO0008	8	The Massing at Osgiliath	Location			East Bank. Highlands.						The Massing at Osgiliath	2		5		51223bd0-ffd1-11df-a976-1801202c9008			The first Scout enemy revealed from the encounter deck each round gains surge and doomed 2.	
Morgulduin	TMaO	TMaO0009	9	The Massing at Osgiliath	Location			East Bank. Polluted.						The Massing at Osgiliath	1		3		51223bd0-ffd1-11df-a976-1801202c9009			While Morgulduin is the active Location, it gains: 'Forced: When a character commits to a Quest, deal 1 damage to that character.'	Shadow: If the players have not yet crossed the Anduin, return any current active location to the staging area. Morgulduin becomes the active location.
Pelennor Fields	TMaO	TMaO0010	10	The Massing at Osgiliath	Location			West Bank.						The Massing at Osgiliath	1		7	1	51223bd0-ffd1-11df-a976-1801202c9010			If the players have crossed the Anduin, Pelennor Fields gains: 'When faced with the option to travel, the players must either travel to Pelennor Fields or raise each player's threat by 3.'	
Ruins of Osgiliath	TMaO	TMaO0011	11	The Massing at Osgiliath	Location			East Bank.						The Massing at Osgiliath	1		2		51223bd0-ffd1-11df-a976-1801202c9011			If the players have crossed the Anduin, Ruins of Osgiliath gets +3 $.	
Cut Off	TMaO	TMaO0012	12	The Massing at Osgiliath	Treachery									The Massing at Osgiliath					51223bd0-ffd1-11df-a976-1801202c9012			When Revealed: Each player must discard all ally cards from his hand, if able.	Shadow: Defending player must discard 1 ally card from his hand or attacking enemy gets +3 Û. (2 allies instead if this attack is undefended.
Dark Pursuit	TMaO	TMaO0013	13	The Massing at Osgiliath	Treachery									The Massing at Osgiliath					51223bd0-ffd1-11df-a976-1801202c9013			When Revealed: Raise the total $ of the staging area by 1 for each Scout enemy in play. If there are no Scout enemies in play, Dark Pursuit gains surge.	
Massing at Osgiliath	TMaO	TMaO0014	14	The Massing at Osgiliath	Treachery									The Massing at Osgiliath					51223bd0-ffd1-11df-a976-1801202c9014			When Revealed: Until the end of the phase, each card revealed by the encounter deck gains doomed 1. (Doomed 3 instead if the players have crossed the Anduin.)	
Ranger of Ithilien	TMaO	TMaO0015	15	The Massing at Osgiliath	Objective			Gondor. Ranger. Ally.		2	2	1	2	The Massing at Osgiliath					51223bd0-ffd1-11df-a976-1801202c9015			When Revealed: The first player takes control of Ranger of Ithilien, exhausted and committed to the quest. Then, Ranger of Ithilien gains surge.	Shadow: Deal 2 damage to attacking enemy. The defending player may exhaust a character he controls to take control of Ranger of Ithilien.
Beyond Expectations	TMaO	TMaO0016A,TMaO0016B	16	The Massing at Osgiliath	Quest				1					The Massing at Osgiliath		A			51223bd0-ffd1-11df-a976-1801202c9016	ttttttttttttt		Setup: Search the encounter deck for 12 Scout cards, and add 3 per player (one of each title), to the staging area. Remove The Witch-king from the encounter deck and set him aside, out of play. Shuffle any unused Scoutcards back into the encounter deck.	
Through the Ruins	TMaO	TMaO0017A,TMaO0017B	17	The Massing at Osgiliath	Quest				2					The Massing at Osgiliath		A			51223bd0-ffd1-11df-a976-1801202c9018				
Anduin Crossing	TMaO	TMaO0018A,TMaO0018B	18	The Massing at Osgiliath	Quest				3					The Massing at Osgiliath		A			51223bd0-ffd1-11df-a976-1801202c9020				
Race to Minas Tirith	TMaO	TMaO0019A,TMaO0019B	19	The Massing at Osgiliath	Quest				4					The Massing at Osgiliath		A			51223bd0-ffd1-11df-a976-1801202c9022				
Terror from the Mountain	TBoLt	TBoLt0001A,TBoLt0001B	1	The Battle of Lake-Town	Quest				1					The Battle of Lake-Town		A			51223bd0-ffd1-11df-a976-1801203c9020	s		Setup: Shuffle all copies of Smaug into a separate Smaug Deck. Search the encounter deck for Lake-town and add it to the staging area. Shuffle the encounter deck. Then reveal 1 card from the encounter deck per player, and add it to the staging area.	
Fire and Water	TBoLt	TBoLt0002A,TBoLt0002B	2	The Battle of Lake-Town	Quest				2					The Battle of Lake-Town		A			51223bd0-ffd1-11df-a976-1801203c9006				
The Dragons Wrath	TBoLt	TBoLt0003A,TBoLt0003B	3	The Battle of Lake-Town	Quest				3					The Battle of Lake-Town		A			51223bd0-ffd1-11df-a976-1801203c9022				
Smaug the Mighty	TBoLt	TBoLt0004	4	The Battle of Lake-Town	Enemy		‰	Dragon.			5	9	20	The Battle of Lake-Town	7	40			51223bd0-ffd1-11df-a976-1801203c9017			When Revealed: Smaug the Mighty makes an immediate attack against each player (deal and resolve a shodow card for each attack).	
Smaug the Terrible	TBoLt	TBoLt0005	5	The Battle of Lake-Town	Enemy		‰	Dragon.			7	7	20	The Battle of Lake-Town	6	35			51223bd0-ffd1-11df-a976-1801203c9018			When Revealed: Resolve all burn damage from all locations in play	
Smaug the Magnificent	TBoLt	TBoLt0006	6	The Battle of Lake-Town	Enemy		‰	Dragon.			8	8	20	The Battle of Lake-Town	5	30			51223bd0-ffd1-11df-a976-1801203c9016			Excess damage from attacks by Smaug the Magnificent must be assigned to Lake-town.When Revealed: Move 3 damage from Smaug the Magnificent to Lake-town.	
Lake-town	TBoLt	TBoLt0007	7	The Battle of Lake-Town	Objective		‰	City.						The Battle of Lake-Town					51223bd0-ffd1-11df-a976-1801203c9011			If Lake-town has 50 or more damage on it, Lake-town has completely burned and the players have lost the game.	
The Old Thrush	TBoLt	TBoLt0008	8	The Battle of Lake-Town	Objective		‰	Creature.						The Battle of Lake-Town					51223bd0-ffd1-11df-a976-1801203c9025			Action: Exhaust a hero to claim this objective and attach it to that hero when it is free of encounters. (Counts as an attachment with the text:'If detached discard The Old ThrushResponse: After attached hero exhausts to attack Smaug, discard X cards from hand to reduce Smaug's Ú by X.')	
Close to the Flame	TBoLt	TBoLt0009	9	The Battle of Lake-Town	Treachery									The Battle of Lake-Town					51223bd0-ffd1-11df-a976-1801203c9002			When Revealed: Deal 1 damage to each character in play	Shadow: Deal 1 damage to each character in play. Any player may discard a hero to cancel this effect
Scorching Blast	TBoLt	TBoLt0010	10	The Battle of Lake-Town	Treachery									The Battle of Lake-Town					51223bd0-ffd1-11df-a976-1801203c9015			When Revealed: Resolve all burn damage from all locations in play.	Shadow: Resolve this card's 'When Revealed' effect. Any player may discard a hero to cancell this effect.
Town-Baiting	TBoLt	TBoLt0011	11	The Battle of Lake-Town	Treachery									The Battle of Lake-Town					51223bd0-ffd1-11df-a976-1801203c9026			When Revealed: Smaug make an attack against Lake-town. The last player may declare a defender against this attack. Excess damage from this attack must be placed on Lake-town. This effect cannot be canceled.	
Dire Magnificence	TBoLt	TBoLt0012	12	The Battle of Lake-Town	Treachery									The Battle of Lake-Town					51223bd0-ffd1-11df-a976-1801203c9003			When Revealed: Each player must choose and discard 1 ally he controls if able. Deal 2 damage to Lake-town for each player that cannot.	Shadow: If this attack destroys a character, Smaug engages the next player and makes an immediate attack against that player.
Catching Fire	TBoLt	TBoLt0013	13	The Battle of Lake-Town	Treachery									The Battle of Lake-Town					51223bd0-ffd1-11df-a976-1801203c9001			When Revealed: Choose and shuffle 1 Pier location from the victory display back into the encounter deck. If no location was shuffled into the encounter deck by this effect, Catching Fire gains surge	Shadow: Defending character gets -2 Ú
Reckless in His Rage	TBoLt	TBoLt0014	14	The Battle of Lake-Town	Treachery									The Battle of Lake-Town					51223bd0-ffd1-11df-a976-1801203c9014			When Revealed: If Smaug is in play, he gets +2 $, +2 Û, -2 Ú and gains the text: 'Allies cannot be declared as defenders'. This effect lasts until the end of the round	Shadow: If this attack destroys a character, resolve all burn damage on locations in play.
West Pier	TBoLt	TBoLt0015	15	The Battle of Lake-Town	Location			Lake-town. Pier.						The Battle of Lake-Town	2		2	2	51223bd0-ffd1-11df-a976-1801203c9027			Each location in play gains Burn 1.	
The Masters Manor	TBoLt	TBoLt0016	16	The Battle of Lake-Town	Location			Lake-town.						The Battle of Lake-Town	4		8	8	51223bd0-ffd1-11df-a976-1801203c9024			When Revealed: Move all damage from Smaug to Lake-town	Shadow: If this attack destroys a character, defending player discards his hand.
South Pier	TBoLt	TBoLt0017	17	The Battle of Lake-Town	Location			Lake-town. Pier.						The Battle of Lake-Town	1		4	4	51223bd0-ffd1-11df-a976-1801203c9019			When faced with the option to travel, players cannot travel to other locations.	
North Pier	TBoLt	TBoLt0018	18	The Battle of Lake-Town	Location			Lake-town. Pier.						The Battle of Lake-Town	2		2	2	51223bd0-ffd1-11df-a976-1801203c9013			Smaug cannot be damaged.	
Merchants District	TBoLt	TBoLt0019	19	The Battle of Lake-Town	Location			Lake-town.						The Battle of Lake-Town	4		3	3	51223bd0-ffd1-11df-a976-1801203c9012			Travel Action: Deal 2 damage per player to Lake-town to add this location to the victory display.	Shadow: Deal 1 damage to Lake-town (4 damage instead if undefended.)
East Pier	TBoLt	TBoLt0020	20	The Battle of Lake-Town	Location			Lake-town. Pier.						The Battle of Lake-Town	2		2	2	51223bd0-ffd1-11df-a976-1801203c9004			'When Revealed' effects cannot be canceled	
Great House	TBoLt	TBoLt0021	21	The Battle of Lake-Town	Location			Lake-town.						The Battle of Lake-Town	6		6	6	51223bd0-ffd1-11df-a976-1801203c9010			When Revealed: Resolve all burn damage from all locations in play.	
Great Bridge	TBoLt	TBoLt0022	22	The Battle of Lake-Town	Location			Lake-town.						The Battle of Lake-Town	3		4	4	51223bd0-ffd1-11df-a976-1801203c9009			When Revealed: Discard X cards from each player's deck. X is the ammount of damage on Lake-town. (If no cards are discarded by this effect, Great Bridge gains surge.)	
Fishermans Dock	TBoLt	TBoLt0023	23	The Battle of Lake-Town	Location			Lake-town.						The Battle of Lake-Town	2		2	2	51223bd0-ffd1-11df-a976-1801203c9008			Travel: If there is 1 active location exhaust a hero to travel here (There are now 2 active locations)	Shadow: Add this location to the staging area.
Esgaroth Wharf	TBoLt	TBoLt0024	24	The Battle of Lake-Town	Location			Lake-town.						The Battle of Lake-Town	3		4	4	51223bd0-ffd1-11df-a976-1801203c9005			All locations are immune to player card effects.	Shadow: attacking enemy gets +2 Û. Then it make an additional attack after this one.
Bilbo Baggins	OHaUH	OHaUH0001	1	The Hobbit - Over Hill and Under Hill	Hero	Baggins	‰	Hobbit.	0	1	1	1	3						51223bd0-ffd1-11df-a976-1801204c9017			The first player gains control of Bilbo Baggins. Bilbo Baggins cannot gain resources from player card effects.If Bilbo Baggins leaves play, the players lose the game.	
Thorin Oakenshield	OHaUH	OHaUH0002	2	The Hobbit - Over Hill and Under Hill	Hero	Leadership	‰	Dwarf. Noble. Warrior.	12	3	3	1	5						51223bd0-ffd1-11df-a976-1801204c9083			If you control at least 5 Dwarf characters, add 1 additional resource to Thorin Oakenshield's pool when you collect resources during the resource phase.	
Nori	OHaUH	OHaUH0003	3	The Hobbit - Over Hill and Under Hill	Hero	Spirit	‰	Dwarf.	9	2	1	2	4						51223bd0-ffd1-11df-a976-1801204c9062			Response: After you play a Dwarf character from your hand, reduce your threat by 1.	
Ori	OHaUH	OHaUH0004	4	The Hobbit - Over Hill and Under Hill	Hero	Lore	‰	Dwarf.	8	2	2	1	3						51223bd0-ffd1-11df-a976-1801204c9065			If you control at least 5 Dwarf characters, draw 1 additional card at the beginning of the resource phase.	
Beorn	OHaUH	OHaUH0005	5	The Hobbit - Over Hill and Under Hill	Hero	Tactics	‰	Beorning. Warrior.	12	0	5	1	10						51223bd0-ffd1-11df-a976-1801204c9015			Immune to player card effects.Beorn does not exhaust to defend.	
Fili	OHaUH	OHaUH0006	6	The Hobbit - Over Hill and Under Hill	Ally	Leadership	‰	Dwarf.	3	1	1	1	2						51223bd0-ffd1-11df-a976-1801204c9032			Response: After you play Fili from your hand during the planning phase, search your deck for Kili and put him into play under your control. Then, shuffle your deck.	
Kili	OHaUH	OHaUH0007	7	The Hobbit - Over Hill and Under Hill	Ally	Spirit	‰	Dwarf.	3	1	1	1	2						51223bd0-ffd1-11df-a976-1801204c9055			Response: After you play Kili from your hand during the planning phase, search your deck for Fili and put him into play under your control. Then, shuffle your deck.	
Bofur	OHaUH	OHaUH0008	8	The Hobbit - Over Hill and Under Hill	Ally	Tactics	‰	Dwarf.	3	2	2	0	3						51223bd0-ffd1-11df-a976-1801204c9019			Action: Exhaust Bofur to search the top 5 cards of your deck for 1 Weapon attachment. Add that card to your hand and shuffle the other cards back into your deck.	
Dori	OHaUH	OHaUH0009	9	The Hobbit - Over Hill and Under Hill	Ally	Lore	‰	Dwarf.	3	1	2	1	3						51223bd0-ffd1-11df-a976-1801204c9027			Response: After a hero is assigned any amount of damage, exhaust Dori to place that damage on Dori instead.	
Gandalf	OHaUH	OHaUH0010	10	The Hobbit - Over Hill and Under Hill	Ally	Neutral	‰	Istari.	5	4	4	4	4						51223bd0-ffd1-11df-a976-1801204c9036			Gandalf does not exhaust to commit to a quest.Forced: At the end of the refresh phase, discard Gandalf from play. You may raise your threat by 2 to cancel this effect.	
Cram	OHaUH	OHaUH0011	11	The Hobbit - Over Hill and Under Hill	Attachment	Leadership		Item.	0										51223bd0-ffd1-11df-a976-1801204c9024			Action: Discard Cram to ready attached hero.	
Spare Hood and Cloak	OHaUH	OHaUH0012	12	The Hobbit - Over Hill and Under Hill	Attachment	Spirit		Item.	0										51223bd0-ffd1-11df-a976-1801204c9074			Action: Exhaust Spare Hood and Cloak and exhaust attached character to ready another character. Then, attach Spare Hood and Cloak to that character.	
Thrors Map	OHaUH	OHaUH0013	13	The Hobbit - Over Hill and Under Hill	Attachment	Lore	‰	Artifact. Item.	1										51223bd0-ffd1-11df-a976-1801204c9084			Travel Action: Exhaust Thrór's Map to choose a location in the staging area. Make that location the active location. (If there is another active location, return it to the staging area.)	
A Very Good Tale	OHaUH	OHaUH0014	14	The Hobbit - Over Hill and Under Hill	Event	Leadership			0										51223bd0-ffd1-11df-a976-1801204c9011			Action: Exhaust 2 allies you control to shuffle your deck and discard the top 5 cards. Put up to 2 allies discarded by this effect into play under your control. The total cost of the allies put into play cannot exceed the total cost of the allies exhausted to pay for this effect.	
Foe-hammer	OHaUH	OHaUH0015	15	The Hobbit - Over Hill and Under Hill	Event	Tactics			0										51223bd0-ffd1-11df-a976-1801204c9033			Response: After a hero you control attacks and destroys an enemy, exhaust a Weapon card attached to that hero to draw 3 cards.	
Goblin-cleaver	OHaUH	OHaUH0016	16	The Hobbit - Over Hill and Under Hill	Event	Tactics			0										51223bd0-ffd1-11df-a976-1801204c9043			Combat Action: Exhaust a Weapon card attached to a hero you control to choose an enemy engaged with you. Deal 2 damage to that enemy. (Deal 3 damage instead if the enemy is an Orc.)	
Late Adventurer	OHaUH	OHaUH0017	17	The Hobbit - Over Hill and Under Hill	Event	Spirit			0										51223bd0-ffd1-11df-a976-1801204c9057			Quest Action: Exhaust a character you control that is not committed to the quest to commit that character to the quest.	
Expecting Mischief	OHaUH	OHaUH0018	18	The Hobbit - Over Hill and Under Hill	Event	Lore			1										51223bd0-ffd1-11df-a976-1801204c9031			Play during the quest phase, before the staging step.Action: Deal 2 damage to the first enemy revealed from the encounter deck this phase.	
Burglar Baggins	OHaUH	OHaUH0019	19	The Hobbit - Over Hill and Under Hill	Event	Baggins			1										51223bd0-ffd1-11df-a976-1801204c9020			Action: Bilbo Baggins gets +2 Ò, +2 Û, and +2 Ú until the end of the phase. (You may spend a Í resource from Bilbo Baggins' resource pool to play this card even if you do not control Bilbo Baggins.)	
Sting	OHaUH	OHaUH0020	20	The Hobbit - Over Hill and Under Hill	Treasure	Neutral	‰	Artifact. Item. Weapon.	0										51223bd0-ffd1-11df-a976-1801204c9075			Bilbo Baggins gets +1 Ò, +1 Û, and +1 Ú.Response: After Bilbo Baggins exhausts to defend, discard the top card of the encounter deck. Deal damage to the attacking enemy equal to the discarded card's $.	
Orcrist	OHaUH	OHaUH0021	21	The Hobbit - Over Hill and Under Hill	Treasure	Neutral	‰	Artifact. Item. Weapon.	0										51223bd0-ffd1-11df-a976-1801204c9064			Attached character gets +2 Û.Response: After attached hero destroys an Orc enemy, add 1 resource to that hero's resource pool.	
Glamdring	OHaUH	OHaUH0022	22	The Hobbit - Over Hill and Under Hill	Treasure	Neutral	‰	Artifact. Item. Weapon.	0										51223bd0-ffd1-11df-a976-1801204c9037			Attached character gets +2 Û.Response: After attached character destroys an Orc enemy, draw 1 card.	
An Unexpected Party	OHaUH	OHaUH0023A,OHaUH0023B	23	The Hobbit - Over Hill and Under Hill	Quest				1					We Must Away, Ere Break of Day		A			51223bd0-ffd1-11df-a976-1801204c9013	tttt		Setup: Remove and shuffle the 7 Sack cards into a Sack deck and set it aside face down. Remove the 3 Troll enemies and the Troll Cave from the encounter deck and set them aside out of play. Then, shuffle the encounter deck. Each player reveals 1 card from the top of the encounter deck and adds it to the staging area.	
Roast Mutton	OHaUH	OHaUH0024A,OHaUH0024B	24	The Hobbit - Over Hill and Under Hill	Quest				2					We Must Away, Ere Break of Day		A			51223bd0-ffd1-11df-a976-1801204c9072			When Revealed: Add the set-aside Troll enemies and the Troll Cave to the staging area. Shuffle the encounter discard pile back into the encounter deck.	
Dawn Take You All	OHaUH	OHaUH0025A,OHaUH0025B	25	The Hobbit - Over Hill and Under Hill	Quest				3					We Must Away, Ere Break of Day		A			51223bd0-ffd1-11df-a976-1801204c9025				
A Short Rest	OHaUH	OHaUH0026A,OHaUH0026B	26	The Hobbit - Over Hill and Under Hill	Quest				1					Over the Misty Mountains Grim		A			51223bd0-ffd1-11df-a976-1801204c9005	s		Setup: Shuffle the Over the Misty Mountains Grim and Western Lands encounter sets into one encounter deck and make it the active encounter deck. Then, shuffle the The Great Goblin and Misty Mountain Goblins encounter sets into a second encounter deck and set it aside, inactive.	
The Mountain Pass	OHaUH	OHaUH0027A,OHaUH0027B	27	The Hobbit - Over Hill and Under Hill	Quest				2					Over the Misty Mountains Grim		A			51223bd0-ffd1-11df-a976-1801204c9080				
Down Down to Goblin Town	OHaUH	OHaUH0028A,OHaUH0028B	28	The Hobbit - Over Hill and Under Hill	Quest				3					The Great Goblin		A			51223bd0-ffd1-11df-a976-1801204c9028			When Revealed: Shuffle all encounter cards back into the encounter deck and set it aside, inactive. The second encounter deck becomes the active encounter deck. Search the encounter deck for The Great Goblin and add it to the staging area. Then, shuffle the encounter deck.	
Out of the Frying Pan	OHaUH	OHaUH0029A,OHaUH0029B	29	The Hobbit - Over Hill and Under Hill	Quest				1					Dungeons Deep and Caverns Dim		A			51223bd0-ffd1-11df-a976-1801204c9066	stt		Setup: Add Lake in the Cavern to the staging area. Create a riddle area with stage 2A and follow the setup instructions on that card.	
Riddles in the Dark	OHaUH	OHaUH0030A,OHaUH0030B	30	The Hobbit - Over Hill and Under Hill	Quest				2					Dungeons Deep and Caverns Dim		A			51223bd0-ffd1-11df-a976-1801204c9069			Setup: Search the encounter deck for Gollum and Bilbo's Magic Ring. Place Gollum and Bilbo Baggins in the riddle area and attach Bilbo's Magic Ring to Bilbo Baggins. Then, shuffle the encounter deck.	
Into the Fire	OHaUH	OHaUH0031A,OHaUH0031B	31	The Hobbit - Over Hill and Under Hill	Quest				3					Dungeons Deep and Caverns Dim		A			51223bd0-ffd1-11df-a976-1801204c9052				
William	OHaUH	OHaUH0032	32	The Hobbit - Over Hill and Under Hill	Enemy		‰	Troll.			5	2	12	We Must Away, Ere Break of Day	3	38		5	51223bd0-ffd1-11df-a976-1801204c9092			Troll enemies not engaged with a player cannot take damage.Forced: After William engages a player, sack 2.Forced: Return William to the staging area at the end of the combat phase. The engaged player may raise his threat by 1 to cancel this effect.	
Bert	OHaUH	OHaUH0033	33	The Hobbit - Over Hill and Under Hill	Enemy		‰	Troll.			5	2	10	We Must Away, Ere Break of Day	3	23		3	51223bd0-ffd1-11df-a976-1801204c9016			Players cannot play attachment cards on Troll enemies.Forced: After Bert engages a player, sack 1.Forced: Return Bert to the staging area at the end of the combat phase. The engaged player may raise his threat by 1 to cancel this effect.	
Tom	OHaUH	OHaUH0034	34	The Hobbit - Over Hill and Under Hill	Enemy		‰	Troll.			5	2	11	We Must Away, Ere Break of Day	3	33		4	51223bd0-ffd1-11df-a976-1801204c9085			Troll enemies can only be attacked by one character at a time.Forced: After Tom engages a player, sack 1.Forced: Return Tom to the staging area at the end of the combat phase. The engaged player may raise his threat by 1 to cancel this effect.	
A Suspicious Crow	OHaUH	OHaUH0035	35	The Hobbit - Over Hill and Under Hill	Enemy			Creature.			1	1	1	Western Lands	1	25			51223bd0-ffd1-11df-a976-1801204c9009			When Revealed: Reveal the top card of the encounter discard pile and add it to the staging area, if able.	Shadow: If this attack deals at least 1 damage, shuffle this card back into the encounter deck.
Troll Camp	OHaUH	OHaUH0036	36	The Hobbit - Over Hill and Under Hill	Location			Forest. Trollshaws.						We Must Away, Ere Break of Day	3		3		51223bd0-ffd1-11df-a976-1801204c9086			While Troll Camp is in the staging area, Troll enemies get +1 $ for each player in the game.While Troll Camp is in play, Bilbo Baggins gains: "Action: Exhaust Bilbo Baggins and spend 1 Í resource to remove 1 Sack card from a character. Bilbo Baggins may trigger this effect even with a Sack card attached to him."	
Troll Cave	OHaUH	OHaUH0037	37	The Hobbit - Over Hill and Under Hill	Location			Cave. Trollshaws.						We Must Away, Ere Break of Day	2		4	2	51223bd0-ffd1-11df-a976-1801204c9087			Players cannot travel to Troll Cave unless Bilbo Baggins has the Troll Key attached and the first player spends 5 Í resources. (2 Í resources instead if Bilbo Baggins has the Troll Purse attached.)	
Hobbit-lands	OHaUH	OHaUH0038	38	The Hobbit - Over Hill and Under Hill	Location			Western Lands.						We Must Away, Ere Break of Day	1		1		51223bd0-ffd1-11df-a976-1801204c9050			Response: After placing 1 or more progress tokens on Hobbit-lands, the first player draws 1 card.	Shadow: Defending player must put the top card of the encounter deck discard pile on top of the encounter deck.
Dreary Hills	OHaUH	OHaUH0039	39	The Hobbit - Over Hill and Under Hill	Location			Western Lands.						Western Lands	3		2		51223bd0-ffd1-11df-a976-1801204c9030			Forced: After placing 1 or more progress tokens on Dreary Hills, each player must discard 1 card at random from his hand.Response: After Dreary Hills leaves play as an explored location, Bilbo Baggins gains 1 resource.	
Lone-Lands	OHaUH	OHaUH0040	40	The Hobbit - Over Hill and Under Hill	Location			Western Lands.						Western Lands	2		3		51223bd0-ffd1-11df-a976-1801204c9058			Forced: After placing 1 or more progress tokens on Lone-Lands, each player removes 1 resource from one of his hero's resource pools, if able.Response: After Lone-Lands leaves play as an explored location, Bilbo Baggins gains 1 resource.	
Cave Entrance	OHaUH	OHaUH0041	41	The Hobbit - Over Hill and Under Hill	Location			Western Lands.						Western Lands	1		3		51223bd0-ffd1-11df-a976-1801204c9021			While Cave Entrance is in the staging area, it gains: "Forced: At the end of the round, place the top X cards of the encounter discard pile on the bottom of the encounter deck. X is the number of players in the game."	
Troll Purse	OHaUH	OHaUH0042	42	The Hobbit - Over Hill and Under Hill	Objective		‰	Item.						We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9089			If Troll Purse is discarded, add it to the staging area.If Troll Purse is unattached and in the staging area, attach it to a Troll enemy, if able.Response: After attached Troll enemy is destroyed, the first player may spend 1 Í resource to claim this objective and attach it to Bilbo Baggins.	
Troll Key	OHaUH	OHaUH0043	43	The Hobbit - Over Hill and Under Hill	Objective		‰	Item.						We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9088			If Troll Key is discarded, add it to the staging area.If Troll Key is unattached and in the staging area, attach it to a Troll enemy, if able.Response: After attached Troll enemy takes damage as the result of an attack, the first player may exhaust Bilbo Baggins to claim this objective and attach it to him.	
A Smelly Sack	OHaUH	OHaUH0044	44	The Hobbit - Over Hill and Under Hill	Objective	Special		Sack.						We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9007			When Sacked: Attach to the ally (excluding Gandalf) with the highest printed cost without a Sack attached.Attached character cannot ready, attack, defend, commit to quests, or trigger effects. If this Sack card is removed, shuffle it into the sack deck.	
A Strong Sack	OHaUH	OHaUH0045	45	The Hobbit - Over Hill and Under Hill	Objective	Special		Sack.						We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9008			When Sacked: Attach to the character (excluding Gandalf) with the highest printed Û without a Sack attached.Attached character cannot ready, attack, defend, commit to quests, or trigger effects. If this Sack card is removed, shuffle it into the sack deck.	
A Tough Sack	OHaUH	OHaUH0046	46	The Hobbit - Over Hill and Under Hill	Objective	Special		Sack.						We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9010			When Sacked: Attach to the character (excluding Gandalf) with the highest printed Ú without a Sack attached.Attached character cannot ready, attack, defend, commit to quests, or trigger effects. If this Sack card is removed, shuffle it into the sack deck.	
A Large Sack	OHaUH	OHaUH0047	47	The Hobbit - Over Hill and Under Hill	Objective	Special		Sack.						We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9003			When Sacked: Attach to the character (excluding Gandalf) with the highest printed hit points without a Sack attached.Attached character cannot ready, attack, defend, commit to quests, or trigger effects. If this Sack card is removed, shuffle it into the sack deck.	
A Deep Sack	OHaUH	OHaUH0048	48	The Hobbit - Over Hill and Under Hill	Objective	Special		Sack.						We Must Away, Ere Break of Day					51223bd0-ffd1-11df-a976-1801204c9001			When Sacked: Attach to the character (excluding Gandalf) with the highest printed Ò without a Sack attached.Attached character cannot ready, attack, defend, commit to quests, or trigger effects. If this Sack card is removed, shuffle it into the sack deck.	
